,Ocupação,Celular,Microcomputador,Internet no Comp,Internet no Celular,3G ou 4G,Banda Larga
29494,Alugado,Sim,Sim,Sim,Sim,Não,Sim
29496,Alugado,Sim,Sim,Sim,Sim,Não,Sim
29500,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
29503,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
29527,Alugado,Sim,Sim,Não,Sim,Sim,Não
29598,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
29604,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
29668,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
29675,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
29703,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
29746,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
29884,Próprio-Pago,Sim,Nao,,,,
30005,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
30018,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
30021,Alugado,Sim,Nao,,Sim,Sim,Não
30027,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
30047,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
30131,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
30132,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
30219,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
30221,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
30260,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
30276,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
30511,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
30513,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
30725,Alugado,Sim,Nao,,,,
30773,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
31099,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
31100,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
31286,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
31398,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
31478,Próprio-Pago,Sim,Nao,,,,
31538,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
31581,Próprio-Pago,Sim,Nao,,,,
31638,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
31776,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
31828,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
32163,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
32170,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
32230,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
33116,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
33414,Alugado,Sim,Nao,,Sim,Sim,Não
33424,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
33653,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
33735,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
33781,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
34067,Alugado,Sim,Sim,Não,Sim,Sim,Não
34259,Alugado,Sim,Sim,Sim,Sim,Sim,Não
34449,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
34496,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
34695,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
34958,Próprio-Pago,Sim,Nao,,,,
34962,Alugado,Sim,Nao,,,,
34965,Alugado,Sim,Nao,,,,
34990,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
35090,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
35112,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
35222,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
35646,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
35815,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
35827,Alugado,Sim,Sim,Sim,Sim,Não,Sim
35849,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
35850,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
35877,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
36112,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
36122,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
36128,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
36129,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
36136,Alugado,Sim,Sim,Não,,,
36165,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
36166,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
36179,Alugado,Sim,Nao,,,,
36194,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
36196,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
36197,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
36202,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
36204,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
36228,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
36268,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
36321,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
36333,Alugado,Sim,Sim,Não,Sim,Sim,Não
36929,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
37089,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37189,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37230,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
37234,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
37257,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37258,Alugado,Sim,Nao,,Sim,Sim,Sim
37267,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
37269,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37270,Próprio-Pago,Sim,Nao,,Não,Não,Sim
37279,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
37400,Alugado,Sim,Sim,Sim,Sim,Não,Sim
37449,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
37452,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37488,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
37560,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37571,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
37572,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
37943,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
37947,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
38001,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38028,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
38079,Próprio-NPago,Sim,Sim,Sim,Não,Não,Sim
38080,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38084,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38165,Próprio-Pago,Sim,Sim,Não,,,
38170,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
38174,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38177,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38182,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
38183,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
38184,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38185,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38212,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
38236,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38239,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38242,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38243,Próprio-Pago,Sim,Nao,,,,
38245,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38248,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38296,Alugado,Sim,Nao,,,,
38302,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
38323,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
38324,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38328,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38331,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
38333,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38347,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
38365,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
38549,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
38991,Cedido-Outros,Sim,Nao,,,,
39489,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
39579,Alugado,Sim,Sim,Não,Sim,Sim,Não
39634,Próprio-NPago,Sim,Sim,Não,Sim,Não,Sim
39689,Próprio-Pago,Sim,Nao,,,,
39791,Alugado,Sim,Sim,Sim,Sim,Sim,Não
39846,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
39851,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
40273,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
40319,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
40899,Alugado,Sim,Sim,Sim,Sim,Não,Sim
40967,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
41107,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Não
41246,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
41247,Alugado,Sim,Sim,Não,Sim,Sim,Não
41321,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
41581,Alugado,Sim,Sim,Sim,Sim,Não,Sim
41803,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
41940,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
42246,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
42318,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
42328,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
42373,Próprio-Pago,Sim,Nao,,,,
42415,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
42592,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
42610,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
42664,Alugado,Sim,Sim,Sim,Sim,Não,Sim
42770,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
42897,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
42920,Próprio-Pago,Sim,Sim,Não,,,
43591,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
43654,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
43784,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
43812,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
43820,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
43830,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
43833,Alugado,Sim,Sim,Sim,Sim,Não,Sim
43850,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
43909,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
43965,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
43983,Alugado,Sim,Nao,,,,
43992,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
44399,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
44476,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
44496,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
44519,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
44526,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
44833,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
44923,Próprio-Pago,Nao,Nao,,,,
44935,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
44958,Alugado,Sim,Sim,Sim,Sim,Sim,Não
44961,Próprio-Pago,Sim,Nao,,,,
44975,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45112,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45156,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45163,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
45176,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
45315,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45331,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45332,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45334,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45336,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45603,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45604,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
45605,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45606,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
45609,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
45612,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
45615,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45621,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45624,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45625,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45626,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45628,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45636,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45641,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45648,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
45677,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
45825,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45826,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45827,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45829,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
45835,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45840,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45841,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45843,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45846,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45849,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45865,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45875,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
45930,Próprio-Pago,Sim,Nao,,,,
45953,Próprio-Pago,Sim,Nao,,,,
45957,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
45978,Alugado,Sim,Sim,Sim,Sim,Não,Sim
45980,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
45991,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
45995,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46001,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46007,Alugado,Sim,Sim,Não,Sim,Sim,Não
46008,Próprio-Pago,Sim,Sim,Não,,,
46022,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46029,Próprio-Pago,Sim,Nao,,,,
46031,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
46034,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46036,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46042,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46077,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
46081,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
46139,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46164,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
46207,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
46225,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46243,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46291,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46305,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46306,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46307,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46309,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
46320,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46321,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
46322,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
46463,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
46594,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
46618,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
46833,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
46903,Alugado,Sim,Nao,,,,
46905,Alugado,Sim,Sim,Sim,Sim,Não,Sim
46971,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
46974,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
47001,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47051,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47052,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47055,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47058,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47066,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
47075,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47081,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47082,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47089,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
47095,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47119,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47203,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
47204,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47207,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47208,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47322,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47345,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47445,Alugado,Sim,Sim,Sim,Sim,Não,Sim
47452,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
47455,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47456,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47470,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47482,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47495,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47499,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47500,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
47510,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
47538,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
47549,Alugado,Sim,Sim,Sim,Sim,Não,Sim
47961,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
48071,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
48072,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
48080,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
48081,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
48088,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
48090,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
48092,Alugado,Sim,Sim,Sim,Sim,Não,Sim
48169,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
48563,Próprio-Pago,Sim,Nao,,,,
48587,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
49164,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
49166,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
49205,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
49207,Alugado,Sim,Sim,Sim,Não,Não,Sim
49214,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
49216,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
49221,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
49222,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
49228,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
49303,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
49424,Próprio-Pago,Sim,Nao,,,,
49428,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
49502,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
49682,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
49774,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
49775,Próprio-NPago,Sim,Nao,,,,
49779,Alugado,Sim,Sim,Sim,Sim,Não,Sim
50517,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50526,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50537,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50541,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50542,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50547,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50550,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50604,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
50683,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
50706,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
50773,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
50830,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
50919,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
51060,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
51066,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
51079,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
51086,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
51277,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
51331,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
51482,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
51569,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
51668,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
52090,Próprio-Pago,Nao,Nao,,,,
52453,Alugado,Nao,Nao,,,,
53083,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
53126,Próprio-Pago,Nao,Nao,,,,
53270,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
53486,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
53916,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
54112,Próprio-Pago,Sim,Nao,,,,
54117,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
54130,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
54206,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
54213,Alugado,Sim,Sim,Sim,Sim,Sim,Não
54282,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
55427,Próprio-Pago,Sim,Nao,,,,
55500,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
55652,Próprio-Pago,Sim,Nao,,,,
55834,Alugado,Sim,Sim,Sim,Sim,Não,Sim
55940,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
55947,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
56156,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
56470,Próprio-Pago,Sim,Nao,,,,
56498,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
56549,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
56926,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
56994,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
56996,Alugado,Sim,Sim,Sim,Sim,Não,Sim
57035,Próprio-Pago,Nao,Sim,Sim,Não,Não,Não
57038,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
57040,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
57219,Próprio-NPago,Sim,Nao,,,,
57265,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
57317,Próprio-Pago,Sim,Nao,,,,
57319,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
57357,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
57463,Próprio-Pago,Sim,Nao,,Sim,Sim,Sim
57691,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
58440,Alugado,Sim,Nao,,Sim,Não,Sim
58643,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
58655,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
58754,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
59470,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
59481,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
59533,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59544,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59550,Alugado,Sim,Sim,Sim,Sim,Não,Sim
59552,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59553,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59556,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59571,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59573,Alugado,Sim,Sim,Sim,Sim,Não,Sim
59577,Cedido-Outros,Sim,Sim,Sim,Sim,Não,Sim
59585,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
59589,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
59590,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
59599,Alugado,Sim,Nao,,,,
59600,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
59608,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
59610,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
59618,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
59620,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
59624,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
59626,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
59629,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59633,Alugado,Sim,Sim,Sim,Sim,Não,Sim
59638,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59645,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
59652,Alugado,Sim,Sim,Não,Sim,Sim,Não
59653,Alugado,Sim,Sim,Sim,Sim,Sim,Não
59654,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59657,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
59685,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
59686,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
59722,Próprio-Pago,Sim,Nao,,,,
59753,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59754,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
59759,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
